oare_id,transliteration,translation
ee4f5237-f729-4424-9164-727dcd9fb8f2,Amurrum-mā i--li-a--mā a--šur-re-ṣí en-nam-a--šur u da-dí-a- a--na e-lā-mā qí-bi4-mā 4.3333 mā-na 2.5 šiqlam kasap dan-a--šur ub-lam 4.3333 šiqlam ša-du-a--tám a--na dan-a--šur ni-dí-in 1.3333 šiqlam té-ṣú-be né-pu-ul 11 šiqlam a--na ni-is-ha-tim ni-dí-in šī-tí kasap-pī-kà 4 mā-na 5.83334 šiqlam 17 mā-na 4 šiqlam kasap a--ni-nu-Amurrum ub-lam ina qerbem ⅔ mā-na 2.5 šiqlam a--na ni-is-ha-tim ni-dí-in šī-tí kasap-pī-kà 16.3333 mā-na maṭi ½ šiqlam ištēniš kasap-pī-kà 2⅓ mā-na 5.5 šiqlam 4 biltam 20 mā-na anniki ku-nu-ku 15.3333 šiqlam 15 uṭṭat kasap-áp-šu 17.8333 mā-na 2 šiqlam 20 mā-na anniki-ak qá-tim 15 šiqlam 1.3333 mā-na kasap 10 ku-ta-nu ⅔ mā-na 6.5 šiqlam it-bu-lu 8 šu-ru-tum ša li-wi-tim ⅓ mā-na 8 šiqlam kasap-šu-nu 2 ANŠE.HI.A ṣa-lā-mu ⅔ mā-na maṭi 4 šiqlam kasap-šu-nu ⅓ mā-na 7 šiqlam kasap i- mā-sá-im im-ṭí ½ mā-na kasap be-u-lā-at mā-ṣi-ì-lí 2 šiqlam lu-bu-šu 1 šiqlam kasap,"Thus Iliya, Aššur-rēṣī, Ennam-Aššur, and Dadiya, say to Elamma: 4.3333 minas 2.5 shekels of silver Dān-Aššur brought. We gave 4.3333 shekels as transport fee to Dān-Aššur, paid 1.3333 shekel as addition and 11 gave as egap> cise, so that of your silver there remain 4 minas 5.8333 shekels. 17 minas and 4 shekels of silver Anīnum brought here. Thereof we paid 42.5 shekels as egap> cise. There remain of your silver 16 minas 19.5 shekels. The total of your silver amounts to 20 minas 25.3333 shekels. 4 talents 20 minas of tin under seals, at a rate of 15 ⅓ shekel 15 grainss : 1 the silver for it was 17 minas 52 shekels. 20 minas tin for egap> penses, at a rate of 15 shekels : 1 makes 1.3333 mina of silver. 10 -tegap> tiles cost 46.5 shekels (of silver); 8 dark tegap> tiles for wrapping, their price in silver 28 shekels; 2 black donkeys cost 40 minus 4 shekels of silver. 27 shekels of silver loss due to washing (the silver); ½ mina of silver, the working capital of Maṣi-ilī; 2 shekels his clothing allowance; 1 shekel the cost of gap> ; 10 1 shekels the egap> port tagap> . When checking 3 shekels of silver proved to be mis 3.5 shekels the harness of the donkeys; 1 shekel fodder for the donkeys. To supment (the costs of) the donkey-loads we added 58.8333 shekels of silver from that of the barley. All this Dān-Aššur has led to you."""""
c5670aba-105b-40b5-bac1-12bc43a51091,2 mā-na kasap šī-im-tum ša ṭup-pī-šu ha-ar-mì-im 12 šiqlam u 2 sú-pu-u SIG5 ṣí-ba-sú iš-tí-i- ha-pī-a--ah-šu mer'ēn zi-il5-pu-ri-a- a--ha-mā 15 šiqlam kasap lu li-tí iš-tí ha-pī-a--ah-šu 4- <gap> šiqlam kasap ište kī(ma)- <gap> be-el mā-tim ša lu-hu-sà-dí-a- <gap> 1 mā-na 9.75 šiqlam kasap ište ta-ar-kī(ma) <gap> mer'ēn zi-il5-pu-ri-a- <gap> u 20 <gap> -tí šu-mā- <gap> Amurrum li <gap> kasap <gap> li-bi4 <gap> kasap 11 maṭi ¼ šiqlam <gap> al-wa-na ⅓ <gap> kasap li-tí ište <gap> ha-ar-ra- <gap> rabi ṣa-bi4-im ša <gap> iš-tù ha-mu-uš-tim ša en-na-sú-in <gap> ṣí-ib-tám i- warḫē u-ṣa-áb <gap> ½ mā-na kasap ṣa-ru-pá-am ište i--ri-šum iš-tù ha-mu-uš-tim ša en-na-sú-in kasap a--dí-šu-Amurrum 8 šiqlam ište en-na-nim mu-ša-ri-dim 3 <gap> i--lā-al i- ša <gap> šī-im u-tí-tim <gap> am-tim ša i- kasap-im <gap>,"<gap> 2 minas of silver, the agreed amount of his certified tablet, 12 shekels and 2 fine suppū-sheep, its interest, owed by happi-ahšu son of Zilpuriya."
7ad105d4-158e-457d-955b-b9f6b68d212c,a--na ku-ku-a- šarrum-sú-in a--gi-a- u en-nam-a--šur qí-bi-mā Amurrum-mā ì-lí-dan-mā a--na en-nam-a--šur qí-bi-mā a--hi a--ta mì-šu ša ta-áš-pu-ra-ni Amurrum-mā a--ta-mā SÍG.HI.A <gap> ša gi-mì-li u-šé- <gap> Amurrum-mì ṭup-pī-im <gap> ṭup-pá-am ša a-- <gap> ša i--a--tí <gap> mā <gap> i--tù-ar <gap> a--wa-tí-ni a--dí ṭup-pu-Amurrum ša 45 mā-na kasap lā i--mu-tù mì-mā gi-mì-li-kà lā u-ta-ar iš-tù ṭup-pu-Amurrum ša 45 mā-na kasap i--mu-tù u gi-mì-li-kà a--da-an-mā u SÍG.HI.A a--na tù-ku-ub-tù šál-mā-am u-ba-lam qá-tí a--dí-mā <gap> tal-ha-at mā-mā-an iš-tù ša-da-ha-ar a- ha-ra-be-et u-ra-da-am lā i--le-e a--sú-ri ṣú-ha-ru-kà e ta-aṭ-ru-da-šu-mā i- li-bi4 mā-tim mì-mā e i--né-pī-šu-mā li-ba-kà e im-ra-aṣ a--na-ku lā ṭa-hu-a--ku a--mā-a- a--wi-lu a--ni-u-tum lu i--de8-u,"<gap> To Kukuwa, Šar-Suen, Agiya and Ennam-Aššur from Ilī-dan; specifically to Ennam-Aššur: My dear brother, why have you written as follows: Wool gap> who gap> a favour gap> "" The original tablet gap> the tablet gap> will return gap> of our case. As long as the tablet concerning 45 minas of silver has not been invalidated I shall not show you any favours. After the tablet concerning 45 minas of silver has been invalidated I shall show you my favours, and then I shall bring the wool safely to Tukubtu. I deposited my share, and gap> Talhat. No-one can go down from Šadahar to harabet. God forbid that you should send your servant and that you should be angry because something was done in the central country. I am personally not involved. May these men know this indeed!"""
c9ae599d-8d56-4b81-be61-4a1edadc00b6,14 biltam werium SIG5 ša-bu-ra-am i--ṣé-er i--dí-a--šur mer'ēn dan-a--šur PUZUR4.IŠTAR a--hi-šu u i--ku-pī-a- mer'ēn a--šur-i--mì-tí iš-mā-a--šur i--šu iš-tù warḫān ku-zal-lu li-mu-Amurrum a--šur-i--mì-tí 1.5 mā-na.TA i--na warḫān a--na biltam ṣí-ib-tám u-ṣú-bu werium i--na qá-qá-ad šál-mì-šu-nu u ke-ni-šu-nu ra-kī(ma)-is šēbum a--mur-a--šur mer'ēn a--šur-be-el-a--wa-tim šēbum sú-in-SIPA mer'ēn a--mur-Ištar,"Iddin-Aššur son of Dan-Aššur, Puzur-Ištar, his brother, and Ikūn-pīya son of Aššur-imittī owe 14 talents of good broken copper to Išim-Aššur. Reckoned from the month Kuzallu, eponymy Aššur-imittī, they will pay interest at the rate 1.5 mina per month per talent. They are jointly liable for the copper. Witnessed by Amur-Aššur son of Aššur-bēl-awātim, by Suen-rē'ī son of Amur-Ištar."
870b143f-9c29-499b-8c6e-c0ed2be5eea8,ṭup-pu-u ša ni-iš a--lim{ki} ku-nu-uk ba-šī,Tablets with oaths by the City.
f352e4ba-65ff-43bf-88ce-8e3e073943be,ša 2 mā-na kasap ṣa-ru-pá-am i--ṣé-er en-na-nim mer'ēn a--zu-a- e-lā-mā i--šu warḫē ša ke-na-tim li-mu-Amurrum ša qá-tí a--šùr-SIG5 mer'ēn a--bar-sí-sí-im ha-muš-tum ša a--šur-mì-tí mer'ēn a--ta-a- ⅔ mā-na.TA i--na ša-tim i--ša-qal šu-mā lā iš-qúl 1.5 šiqlam ṣí-ib-tám a--na 1 mā-na-im i- warḫē u-ṣa-áb šēbum e-na-a--nim šēbum lā-qé-pī-im a--na 11 ṣubātē ku-ta-ni a--mur-Ištar u a--lā-hi-im a--na e-lā-mā a--šùr-lā-mā-sí a--na warḫū u-kà-an šu-mā lā uk-ta-in-šu-nu ⅓ mā-na 5 šiqlam kasap ṣa-ru-pá-am a--na e-lā-mā a--šùr-lā-mā-sí i--ša-qal warḫē ṣí-ip-Amurrum li-mu-Amurrum PUZUR4-{d}MU šēbum a--bu-sa-lim mer'ēn i--dí-ìr-ra šēbum i--dí-a--šùr mer'ēn pu-ur-sí-sí-im,"That Ennānum, son of Azua, owes 2 minas of refined silver to Elamma. Month III, eponymy of the successor of Aššur-damiq, son of Abarsisum, week eponymy of Aššur-imittī, son of Atāya. He will pay ⅔ mina per year; if he does not pay he will add an interest of 1.5 shekel per mina per month. In the presence of En(n)ānum, of Lā-qēpum. For 11 -tegap> tiles Aššur-lamassī will confirm to Elamma (the liability of) Āmur-Ištar and Ali-ahum within 5 months. If he does not confirm their liability Aššur-lamassī will pay to Elamma 25 shekels of silver apiece. Month VII, eponymy of Puzur-Nirah. In the presence of Abu-šalim son of Iddin-Erra, of Iddin-Aššur, son of Bursa."
566cb493-5ca7-4a46-99b2-e3aee4dfcf49,kunukkum šu-nu-nu mer'ēn a--mur-Ištar kunukkum zi-kī(ma)-kī(ma) mer'ēn a--šur-SIPA kunukkum a--bu-ša-lim mer'ēn PUZUR4.IŠTAR 6 šiqlam kasap ṣa-ru-pá-am i--ṣé-er a--bu-ša-lim i--ri-šum i--šu a--na bu-qú-nim i--ša-qal šu-mā lā iš-qúl ⅙ šiqlam i--na warḫān u-ṣa-áb,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zikiki son of Aššur-rē'ī, seal of Abu-šalim son of Puzur-Ištar. Abu-šalim owes 6 shekels of refined silver to Irišum. He will pay at the shearing. If he has not paid, he will add 1 shekel per month."
5f7e2790-4be0-4022-b98b-45ac065ce4d2,1 mā-na 15 šiqlam kasap i- li-bi ša-ri-ša a--lā-hi-nim ⅔ mā-na 5 šiqlam kasap a--ni i--ša-qal ½ mā-na kasap a--na ša u-sú-me-e i--ša-qal 5 e-re-qá-tim ša e-ṣé-e a--ni i--ša-da-dam šēbum e-ri-šī-im,"1 mina 15 shekels of silver is owed by Šariša, the miller. He will pay ⅔ minas 5 shekels of silver now. ½ mina of silver he will pay at the festival of Usmû."
c0944669-25ba-4ed3-8e48-6e7f307f0f6a,1 biltam 20 mā-na werium SIG5 ša tí-iš-mur-ur-na a--na šu-zu-zu ah-bu-ul-šum werium ša-bu-ra-am u-ta-ra-am šēbum en-na-sú-in mer'ēn uš-ha-dí,I owe 1 talent 20 minas of good copper from Tišmurna to Šuzuzu.
d4d73674-60ec-4cb9-917a-0484ff546ef2,a--na a--lā-hi-im <gap> ba-zi-a- u mā-ar-ša-na tim qí-bi-mā Amurrum-mā mā-num-ba-lúm-a--šur-mā a--na-kam 1.5 mā-na 5 šiqlam kasap qá-ta-tí-šu ša a--bu-SILIM sú-kà-lí-a- il5-ta-pá-at i--na sú-ub-ri-im ša a--bu-SILIM qá-sú iš-ku-un a--na-kam kī(ma)-mā a--bu-SILIM 1 mā-na kasap a--na-ku a--na sú-kà-lí-a- a--dí-in a--na šī-tí kasap a--bu-SILIM mā-da-tí-mā i--dí-šu-Amurrum ša-nam ša 15 mā-na a--na 1 biltam 15 mā-na werium šī-kī(ma)-im a--bu-SILIM a--na sú-kà-lí-a- i--dí-in 40 mā-na werium i--na ba-áb-tí-šu il5-qé a--na kasap ša ku-da-tim a--bu-SILIM-mā i--za-az šu-mā mì-mā i--qá-bi4 Amurrum-mā šu-ut-mā mā-ṭí-tim-mā qá-ta-tí-šu al-ta-pá-at u mā-da-tí-mā ha-bu-lam lu-ša-zi-za-ku-nu-tí-mā ṭup-pá-am da-na-tám ša mu-ša-zi-zi hi-ir-mā-mā u dí-na-šu-Amurrum a--na a--lā-hi-im qí-bi-mā šī-mā-am ša- <gap> -ku-nu-tí-mā ṭur4-da-ni-šu,"<gap> To Ali-ahum, Baziya and Maršana(gap> ) from Mannum-balum-Aššur: Here Sukkalliya was booked for 1.5 mina 5 shekels of silver as Abu-šalim's guarantor. He has laid claim to Abu-šalim's slave. Here I gave 1 mina of silver to Sukkaliya on behalf of Abu-šalim. For the rest of the silver Abu-šalim has given him many things: Abu-šalim gave a kettle weighing 15 minas worth 1 talent 15 minas of -copper to Sukkalliya; he received 40 minas of copper from his outstanding claims. Abu-šalim guarantees for Kudātum's silver. If he says anything, such as: It was only for a minimum that I guaranteed, yet he owes me a lot"", then let him appoint someone for you, certify and give him a binding tablet from those who were appointed. To Ali-ahum: Have him gap> you the proceeds and send him."""
77c79b3a-d2f9-4cad-a3e0-24b83eb530f8,2.5 mā-na ḫurāṣam i--li-a- 2 mā-na a--lā-hu-Amurrum 2 mā-na šu-lā-ba-an 1.3333 mā-na ku-ni-lā mer'at en-nam-a--šùr 1.6666 mā-na tamkār-ru-Amurrum 1 mā-na 12 šiqlam a--lā-hu-Amurrum u e-lā-mā 1 mā-na 12 šiqlam a--mur-Ištar aḫu-šu 1 mā-na ša na-ru-uq a--mur-Ištar 1 mā-na 12 GÌN ša-li-sú 1.5 mā-na ša na-ru-qí-šu hi-na-a- 3.5 mā-na tamkār-ru-Amurrum 3 mā-na tamkār-ru-Amurrum 2 mā-na tamkār-ru-Amurrum 3.6666 mā-na 5 šiqlam e-lā-mā ištēniš 27.8333 mā-na 1 šiqlam ḫurāṣam na-ru-uq e-lā-mā e-ra-áb i--na né-mì-lim ša-al-ša-tim e-kà-al a--na ša-al-ša-tim i--za-az a--na MU.10.ŠÈ ni-kà-sí i--da-an ša i- lā u4-me-šu mā-al-u-tim šī-ip-kà-tí-šu e-ri-šu 4 mā-na.TA i--lā-qé 1 li-im 5 me-at uṭṭat 2 sú-ub-ru-Amurrum zi-tum lu ku-ur-sí-na-tum mì-mā a--nim ša-al-ṭí li-mu-Amurrum ib-ni-{d}IŠKUR mer'ēn ba-qú-ni-im,"2.5 minas of gold Iliya, 2 minas Ali-ahum, 2 minas Šu-Labān, 1.3333 mina Kunila, daughter of Ennam-Aššur, 1.6666 mina, 1 mina 12 shekels Ali-ahum and Elamma, 1 mina 12 shekels his brother Amur-Ištar, 1 mina of the of Amur-Ištar, 1 mina 12 shekels his cash funds, 1.5 mina of his Hinnāya, 3.5 minas, 3 minas, 2 minas, 3 3 minas Elamma - in all 27.8333 minas 1 shekel of gold enters the joint-stock fund of Elamma. Of the profit he will enjoy one third, one third he will guarantee. In 10 years he will render account. Who asks for his investment before its due date will receive 4 minas per (mina of gold). 1500 measures of barley, 2 slaves, the share (in the inheritance) and (what is in) the varioius 'pots' - all this is my available capital. Eponymy of Ibni-Adad, son of Baqqunum."
2517efaf-ec7a-4370-98ff-7dbd3e179905,a--na i--tur4-ilem u a--lā-hi-im qí-bi-mā Amurrum-mā i--na-sú-in-mā a--ša-me-mā en-nam-a--šur me-et 17 biltam werium SIG5 ha-bu-lam a--na a--lā-hi-im qí-bi4-mā ṭup-pī-a- ta-mā-lā-kam ku-nu-kī(ma)-a- šēbum šu-be-lim mer'ēn ku-zi-zi-a- šēbum šu-Ištar mer'ēn šu-kī(ma)-tim e-zi-ba-kum Amurrum-mā a--na-ku-mā šu-mā mā-mā-an i--na tamkār-ri lu kasap lu werium u-šé-ba-lam mu-hu-ur-mā ṭup-pī-a- šé-ṣí-a--mā <gap> a--šar kasap-pī lā i--ha-li-qú e-pu-uš,"<gap> To Itūr-ilī and Ali-ahum from Enna-Suen: I hear that Ennam-Aššur is dead. He owes me 17 talents of copper of good quality. To Ali-ahum: I left you my tablets, a container under my seal, with Šu-Bēlum son of Kuziziya and Šu-Ištar son of Šukkutum as witnesses. I said: If any of the customers sends either silver or copper, receive it and take out my tablets and gap> "" gap> Act so that my silver is not lost."""
91aa354c-08f3-4527-9b13-ef6360b39118,Amurrum-mā <gap> -mā a--na ha-nu u a-- <gap> qí-bi-mā a--na ha-nu qí-bi-mā 5 ku-ta-ni a--na ⅔ mā-na maṭi 2 šiqlam kasap a--dí-na-kum kī(ma)-mā ⅓ mā-na maṭi 2 šiqlam kasap a--bu-kà i--dí-nam ⅓ mā-na a--na bēt kà-ri-im i--dí-in a--mā-kam a--na a--bi-kà ta-er a--ha-am-mā 1 ku-sí-tám SIG5 iš-tù MU.1.ŠÈ a--dí-na-kum ⅓ mā-na 5 šiqlam kasap šī-im-ša,<gap> From gap> to hanu and Agap> ; to hanu: I sold you 5 for ⅔ mina less 2 shekels of silver. Of that your father gave me ⅓ mina less 2 shekels of silver; he gave ⅓ mina to the office of the colony. Raise it with your father there. I furthermore gave you a year ago 1 fine robe. Its price was ⅓ mina 5 shekels of silver.
1f8054f7-e70c-4861-b99b-5f1cfa5a1949,kunukkum ša-qí-il5 da-tim ku-li-a- šī-ip-ri-im ša kà-ri-im kà-ni-iš u kà-ri-im dur4-hu-mì-it a--na kà-ar-kà-ar-mā u wa-ba-ra-tim a--dí kà-ri-im kà-ni-iš,"Seal of the -payers, of Kuliya, the messenger of Kanesh, and of Durhumit, to every e and the, until Kanesh."
71649880-02b5-47fe-8ba6-6199f82770ae,kī(ma)-mā nu-ùh-ša-tim u en-Amurrum-a--šùr i-- <gap> u PUZUR4.IŠTAR uš-bu kī(ma)-mā a--mur-a--šùr šu-hu-bur u {d}IM- <gap> uš-bu a--wi-lu a--ni-u-tum a- tí-ir-tí am-tim ša a--mur-a--šur a--wa-tim u-ga-me-ru-mā iš-tù ha-muš-tim ša a--šùr-i--mì-tí a--na 6 warḫān a--na a--mur-a--šur i--ša-pu-ru-mā a--dí tí-ir-tum ša a--mur-a--šur i--ba-lā-kà-ta-ni a--lā-an 6 šiqlam kasap mì-mā ša-ni-am lā e-zi-ib,"<gap> On behalf of Nuhšātum and Ennam-Aššur, I gap> and Puzur-Ištar sat down; on behalf of Amur-Aššur, Šu-Hubur and Adad- gap> sat down. These men concluded the matter of Amur-Aššur's maid, so that they will write to Amur-Aššur within 6 months after the week of Aššur-imittī, and until Amur-Aššur's answer is sent across, he will leave nothing else apart from 6 shekels of silver."
d4b3e406-08d2-45e2-83b3-2c4c9a9b565a,kunukkum tù-ra-mì-li a--na en-Amurrum-a--šùr mer'ēn ša-lim-a--šùr u šu-ku-bi-im mer'ēn e-na-mā-nim,Sealed by Tūram-ilī; to Ennam-Aššur son of Šalim-ahum and Šu-Kūbum son of Ennam-Anum
0bc255d7-4dcb-4763-8d8b-2d4af41720b4,2 biltam 10 mā-na anniki ku-nu-kī(ma) 52 ṣubātē SIG5 3 ANŠE.HI.A ṣa-lā-mu ku-nu-kī(ma) ša a--šùr-ba-ni u be-lúm-ba-ni ša tám-kà-ri-im a--na PUZUR4-a-- <gap> ip-qí-du lu-qú-tám a--ni-tám PUZUR4-a-- <gap> a--na a--lā-hi-im ip-qí-id šēbum a--šùr-ba-ni mer'ēn ku-ta-a- šēbum SIG5-pī-a--šùr mer'ēn warad-ad-ì-lí-šu mer'ēn a--šùr-i--dí,"<gap> 2 talents 10 minas of sealed tin, 52 good tegap> tiles, 3 black donkeys, sealed by Aššur-bāni and Bēlum-bāni and belonging to a merchant, they entrusted to Puzur-Agap> Puzur-Agap> entrusted these goods to Ali-ahum. Witnessed by Aššur-bāni son of Kutaya, by Damiq-pī-Aššur son of Warad-ilīšu, (grand)son of Aššur-idī."
ef6b0eca-8778-48e3-9e46-a82e9e114572,11.25 šiqlam iš-tí a--šur-ba-ni 11 šiqlam iš-tí PUZUR4-a--šur 9 šiqlam kasap ša aššat ha-ar-ša-a- a--na a--šur-mu-ta-pī-il5 ha-bu-lā-at-ni me-eh-ra-tim a--dí-šu-Amurrum a--na ṣé-er 12 šiqlam 13 šiqlam kasap a--na a--šur-mu-ta-pī-il5,"11 1 shekels due from Aššur-bāni; 11 shekels due from Puzur-Aššur; 9 shekels of silver which haršāya's wife owes to Aššur-mūtappil, its equivalent I gave to him. In addition to 12 shekels 13 shekels of silver for Aššur-mūtappil."
a5de48e0-ba80-46bf-a668-e0ab9d43f516,a--na šu-ta-mu-zi e-lā-a- a--šùr-mā-sú-i- ku-da-tim a--dí-da lā-mā-sí u en-Amurrum-a--šur qí-bi-mā Amurrum-mā en-Amurrum-a--šur-mā i--nu-mì lā li-bi ilem-mā a--bi-i- i--mu-tù iš-tí ku-da-tim áš-pu-ra-ku-nu-tí Amurrum-mā a--na-ku-mā i--na u4-mì-im ša a--bi-i- u-ṣa-ni šī-im-tù-šu i--na mā-ah-ri-ku-nu i--šī-mā i--ṣú-ra-tim u-ṣí-ir-ni-a--tí a--ba-u-a- bé-lu-a- a--tù-nu mā-lā a--bi-i- i--šī-mu-ni-a--tí-ni me-eh-ra-at šī-mā-tim ša a--bi4-a- šu-ba-al-kī(ma)-ta-ni-mā ṭup-pá-am šu-a--tí za-ku-sà a--na a--lu-wa dí-na-mā iš-tí ba-tí-qí-im pá-ni-im-mā ṭù-ur-da-ni-šu ṭup-pī-ku-nu u-qá-a- na-áš-pè-ra-tí-ku-nu lā-áš-ta-me-mā lā-li-kam-mā e-in a--šur u e-ni-ku-nu lā-mu-ur-mā bēt a--bi-a- lu-bi-ib u ku-nu-tí lu nu-ša-hi-it-ku-nu a--ba-u-a- bé-lu-a- a--tù-nu a--na-kam Amurrum-me-a--nu u-nu-u-ni u bu-lā-tí ša a--bi-i- e-zi-bu i--ṣa-áb-tù a--mā-kam kasap ša a--na bēt a--lim{ki} a--bu-ni ha-bu-lu-ni-mā ṭup-pá-am ša dí-in a--lim{ki} tal-qé-a--ni u ša-ni-am ṭup-pá-am ša dí-in a--lim(k,"To Šu-Tammuzi, Elaya, Aššur-massu'ī, Kudātum, Adida, Lamassī and Ennam-Aššur from Ennam-Aššur: When sadly my father died I wrote to you with Kudātum, saying: On the day that my father left (Assur) he declared his testament with you as witnesses, and he drew up -documents for us. My dear fathers and lords, have a copy made of my father's will, what he decided for us, and give this cleared tablet to Aluwa and send him with the first egap> press caravan."" I am waiting for your letter. Let me hear your missives, so I can come, see Aššur's eye and your eyes and clear my father's house (of claims). And as for you, let us settle your affairs. My dear fathers and lords, the investors are pressuring us here and they have seized the assets that my father left. There you have received a tablet with a verdict of the City concerning the silver our father owes to the City Hall, s a second tablet with a verdict of the City with regard to the lapis lazuli of the votive offering for Aššur that we wrote to you about. Confront the City and get a tablet with a verdict of the City stating that until they bring in the votive offerings and the silver of the City Hall has been paid in full, no one among the investors of Šalim-Aššur may make demands. Do this and dispatch the 2 tablets with verdicts of the City s a copy of the testament, and hire an attorney and send Aluwa and the attorney as soon as possible. Those I am waiting for.As for me, apart from you, whom do I have"""
c0b6557c-3836-4f43-b344-db63f8b99eae,1.5 biltam ⅔ mā-na 5 šiqlam anniki iš-tù ni-is-ha-tim ni-dí-nu ni-is-ni-iq 11.5 šiqlam kasapšu 7.8333 mā-na 3.5 šiqlam 37 ku-ta-nu 11.5 šiqlam kasap-áp-šu-nu 7 mā-na 5.5 šiqlam ina qerbemma ša 2 ku-ta-ni ⅓ mā-na 3 šiqlam kasap a--šùr-be-el-a--wa-tim i--ša-qal ištēniš 15 mā-na maṭi 1 šiqlam kasap ṣa-ru-pu-Amurrum iš-tí mer'ēn i--sú-rik13,We checked 1.5 talent ⅔ minas 5 shekels of tin after we gave the import duty.
10652f57-cc24-49ed-8536-1426f50d9697,a--na <gap> qí-bi4-mā Amurrum-mā {d}IŠKUR.DÙL-mā a--na-kam-mā u-na-hi-id-kà Amurrum-mā a--na-ku-mā šu-mā mì-mā pá-zu-ur-tí <gap> lā e-ru-ba-am na-áš-pá-ar-ta-kà a--na a--šur-na-da li-li-ik 2 biltam anniki 10 ṣubātē dam-qú-tim a--na ṣé-ri-kà lu-šé-bi-lam-mā iš-ti pá-zu-ur-tim ša PUZUR4-a--šur pá-ze-er-ši ZU-UT-ri dam-qú-tim šé-bi-lam,"<gap> Say to gap> thus Adad-ṣulūlī: Here I instructed you, saying: 'If any of the smuggled goods of gap> has not arrived, you must send a message to Aššur-nādā.' Two talents of tin (and) 10 tegap> tiles of fine quality he must send to you and you must smuggle them together with the smuggled goods of Puzur-Aššur. Send me gap> of good quality!"""""
d6b70b9c-6f3c-4f59-9504-6d8e833aabcc,Amurrum-mā lā-mā-sí-mā a--na en-nam-a--šùr u a--lā-hi-im qí-bi-mā ta-áš-pu-ra-nim Amurrum-mā a--tù-nu-mā ra-bi-ṣa-am ah-za-nim u ṭup-pá-am ša a--lim{ki} le-qé-a--nim ra-bi4-ṣa-am ni-hu-za-ku-nu-tí u ṭup-pá-am ša a--lim{ki} ni-il5-qé a--mā-kam kī(ma)-mā ša bu-lu-uṭ a--bi-ku-nu lā tù-uš-té-ṣa-a--mā ša-li-Amurrum i--ṣé-er bēt a--bi4-ku-nu lā i--ša-lā lu šī-ta-am a--tù-nu-mā kasap-áp a--bi-ni mā-lā a--wi-lu-tí-ku-nu pá-hi-ra-mā u pu-ut a--bi-ni u bēt-et a--bi4-ni e-bi-ba-mā ša-li-Amurrum i--ṣé-er bēt-et a--bi4-ni lā i--ša-lā lā tù-uš-té-ṣa-a- a--pu-tum šu-mā a--hu-a- a--tù-nu ra-bi4-ṣú-Amurrum e-ku-ša-ku-nu-tí kasap 10 mā-na mā-lā a--wi-lu-tí-ku-nu lu da-pu-ur-tí bēt a--bi4-ni u bēt a--bi-ni e-bu-bi-im ep-ša-mā u ra-mā-ku-nu za-kī(ma)-a--nim tí-ib-a--nim-mā a--tal-kà-nim-mā u iš-tí tamkār u Amurrum-me-a--ni a--bi4-ku-nu zu-ku-a- a--pu-tum šu-mā a--mā-kam a--tù-nu ša-tám iš-té-et sà-ah-ra-tù-nu za-lu-ar-tám a--šar 1 mā-na u 2 mā-na-e kasap a--bu-ni ha-bu-lu,"From Lamassī to Ennam-Aššur and Ali-ahum: You have written, saying: Hire an attorney for me and get hold of a tablet from the City."" We have hired an attorney for you and we got hold of a tablet from the City. Just as when your father was still alive do not quarrel there so no evildoer may do harm to your father's house. As for the rest, it is you who must collect our father's silver as true gentlemen, and clear our father and our father's house of claims, and so no evildoer can do harm to our father's house you must not quarrel.Urgent, if you are truly my brothers, the attorney has gone to you - act so that you make at least 10 minas of silver as true gentlemen, by clearing both the satisfaction of our father's house and our father's house itself, and then clear yourselves, set out and come here so that you may clear matters with the customers and investors of your father. Urgent, if you are delayed there for a e year, then send gap> where our father owes 1 or 2 minas of silver, and then let us pay it. gap> do not go out gap> """
8502bd80-0fdf-4c58-a484-db998639ba38,12 šiqlam kasap šī-im ṣubātē ša en-na-nim mer'ēn a--zu-a- ša bēt-lā-mā il5-qé-u Amurrum-mā e-lā-mā-mā a--na en-na-nim mer'ēn a--ku-kà Amurrum-me-a--ni-kà kasap áš-qúl Amurrum-mā na-na-a--mā en-na-núm iš-pu-ri-mā amtem ša e-lā-mā ak-ta Amurrum-mā en-na-num-mā a--lik a--mā-sú kī(ma)-ta mì-mā <gap> HA DÍ <gap> -Á <gap> i- pī en-na-nim mer'ēn a--ku-ka na-na-a- amtem ša e-lā-mā ik-ta šu-mā e-lā-mā kasap en-na-nim u-ša-bi4 ½ mā-na kasap <gap> na-na-a- a--na e-lā-mā i--ša-qal šēbum <gap> dí-a- šēbum <gap> mer'ēn šu-Ištar šēbum šu-Ištar mer'ēn da-da-nim,"<gap> As for the 12 shekels of silver, the price of a tegap> tile belonging to Ennānum, son of Azua, which Elamma took, Elamma declared: I paid the silver to Ennānum, the son of Akuka, your investor."" Nanaya said: ""At Ennānum's behest I took Elamma's slave-girl as security, for Ennānum told (me): 'Go and take his slave-girl as securtiy!"" Any gap> declared: ""It was at the instruction of Ennānum, son of Akuka, that Nanaya took Elamma's slave-girl as security"". If Elamma has paid the silver to Ennānum Nanaya will pay ½ mina of silver to Elamma. In the presence of gap> diya, of gap> , son of Šu-Ištar, of Šu-Ištar, son of Dadānum."""
